"Timestamp","Total score","1.Age","1.Age [Score]","1.Age [Feedback]","2.Gender","2.Gender [Score]","2.Gender [Feedback]","3.Field and Academic","3.Field and Academic [Score]","3.Field and Academic [Feedback]","4.AI Usage Behavior [Explaining concepts]","4.AI Usage Behavior [Explaining concepts] [Score]","4.AI Usage Behavior [Summarizing topics]","4.AI Usage Behavior [Summarizing topics] [Score]","4.AI Usage Behavior [Verifying answers]","4.AI Usage Behavior [Verifying answers] [Score]","5.AI Dependency & Independent Thinking [I rely heavily on AI tools for studying]","5.AI Dependency & Independent Thinking [I rely heavily on AI tools for studying] [Score]","5.AI Dependency & Independent Thinking [I can solve similar problems independently after AI assistance]","5.AI Dependency & Independent Thinking [I can solve similar problems independently after AI assistance] [Score]","5.AI Dependency & Independent Thinking [I feel anxious when AI tools are unavailable during study]","5.AI Dependency & Independent Thinking [I feel anxious when AI tools are unavailable during study] [Score]","5.AI Dependency & Independent Thinking [I verify AI-generated answers before trusting them]","5.AI Dependency & Independent Thinking [I verify AI-generated answers before trusting them] [Score]","5.AI Dependency & Independent Thinking [AI tools have reduced the effort I put into independent thinking]","5.AI Dependency & Independent Thinking [AI tools have reduced the effort I put into independent thinking] [Score]","6.AI Usage Frequency","6.AI Usage Frequency [Score]","6.AI Usage Frequency [Feedback]","7. Approximate Percentage of Assignments Using AI","7. Approximate Percentage of Assignments Using AI [Score]","7. Approximate Percentage of Assignments Using AI [Feedback]","8.Digital Behavior Pattern [I multitask on my phone while studying]","8.Digital Behavior Pattern [I multitask on my phone while studying] [Score]","8.Digital Behavior Pattern [I consume short-form content frequently]","8.Digital Behavior Pattern [I consume short-form content frequently] [Score]","8.Digital Behavior Pattern [I doomscroll before sleeping]","8.Digital Behavior Pattern [I doomscroll before sleeping] [Score]","9.Average Daily Non-Study Screen Time","9.Average Daily Non-Study Screen Time [Score]","9.Average Daily Non-Study Screen Time [Feedback]","10.Sleep, Stress & Burnout [My stress level during semester]","10.Sleep, Stress & Burnout [My stress level during semester] [Score]","10.Sleep, Stress & Burnout [Mental exhaustion affects my studies]","10.Sleep, Stress & Burnout [Mental exhaustion affects my studies] [Score]","11.Average Sleep Duration on Weekdays","11.Average Sleep Duration on Weekdays [Score]","11.Average Sleep Duration on Weekdays [Feedback]","12.Overall Impact of AI on Learning","12.Overall Impact of AI on Learning [Score]","12.Overall Impact of AI on Learning [Feedback]"
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","25+","-- / 0","","Female","-- / 0","","B.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Strongly Agree","-- / 0","Agree","-- / 0","Neutral","-- / 0","Strongly Agree","-- / 0","5+ times/day","-- / 0","","76–100%","-- / 0","","Often","-- / 0","Often","-- / 0","Very/Often","-- / 0","6+ hrs","-- / 0","","High","-- / 0","High","-- / 0","7–8 hrs","-- / 0","","Significantly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Female","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Disagree","-- / 0","Neutral","-- / 0","Agree","-- / 0","Disagree","-- / 0","Disagree","-- / 0","5+ times/day","-- / 0","","26-50%","-- / 0","","Often","-- / 0","Very/Often","-- / 0","Sometimes","-- / 0","Under 2 hrs","-- / 0","","Very High","-- / 0","Very High","-- / 0","8+ hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","M.Tech / ME","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Disagree","-- / 0","Disagree","-- / 0","Neutral","-- / 0","Agree","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","76–100%","-- / 0","","Very/Often","-- / 0","Often","-- / 0","Very/Often","-- / 0","Under 2 hrs","-- / 0","","Moderate","-- / 0","High","-- / 0","Less than 5 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Male","-- / 0","","B.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Disagree","-- / 0","Disagree","-- / 0","Agree","-- / 0","Agree","-- / 0","Agree","-- / 0","3–5 times/day","-- / 0","","76–100%","-- / 0","","Very/Often","-- / 0","Very/Often","-- / 0","Very/Often","-- / 0","4–6 hrs","-- / 0","","Low","-- / 0","Moderate","-- / 0","Less than 5 hrs","-- / 0","","Significantly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Female","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Neutral","-- / 0","Agree","-- / 0","Agree","-- / 0","Strongly Disagree","-- / 0","Neutral","-- / 0","1-3 times/day","-- / 0","","76–100%","-- / 0","","Rarely","-- / 0","Often","-- / 0","Very/Often","-- / 0","2–4 hrs","-- / 0","","Low","-- / 0","Low","-- / 0","Less than 5 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Disagree","-- / 0","Neutral","-- / 0","Strongly Agree","-- / 0","5+ times/day","-- / 0","","0%","-- / 0","","Sometimes","-- / 0","Sometimes","-- / 0","Often","-- / 0","2–4 hrs","-- / 0","","Moderate","-- / 0","Low","-- / 0","5–6 hrs","-- / 0","","Slightly improved learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Disagree","-- / 0","Strongly Agree","-- / 0","Neutral","-- / 0","Agree","-- / 0","3–5 times/day","-- / 0","","76–100%","-- / 0","","Rarely","-- / 0","Often","-- / 0","Sometimes","-- / 0","2–4 hrs","-- / 0","","High","-- / 0","Moderate","-- / 0","8+ hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","25+","-- / 0","","Male","-- / 0","","M.Tech / ME","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Disagree","-- / 0","Agree","-- / 0","Strongly Disagree","-- / 0","Agree","-- / 0","3–5 times/day","-- / 0","","51-75%","-- / 0","","Very/Often","-- / 0","Rarely","-- / 0","Very/Often","-- / 0","Under 2 hrs","-- / 0","","Moderate","-- / 0","Very Low","-- / 0","5–6 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Female","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Neutral","-- / 0","Neutral","-- / 0","Strongly Disagree","-- / 0","Strongly Disagree","-- / 0","Strongly Disagree","-- / 0","1-3 times/day","-- / 0","","76–100%","-- / 0","","Very/Often","-- / 0","Often","-- / 0","Often","-- / 0","4–6 hrs","-- / 0","","High","-- / 0","High","-- / 0","7–8 hrs","-- / 0","","Significantly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Neutral","-- / 0","Agree","-- / 0","Disagree","-- / 0","Strongly Agree","-- / 0","5+ times/day","-- / 0","","1-25%","-- / 0","","Sometimes","-- / 0","Sometimes","-- / 0","Sometimes","-- / 0","Under 2 hrs","-- / 0","","Very High","-- / 0","Low","-- / 0","Less than 5 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Neutral","-- / 0","Strongly Disagree","-- / 0","Agree","-- / 0","Strongly Agree","-- / 0","Disagree","-- / 0","5+ times/day","-- / 0","","76–100%","-- / 0","","Often","-- / 0","Often","-- / 0","Very/Often","-- / 0","2–4 hrs","-- / 0","","Very High","-- / 0","Moderate","-- / 0","5–6 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Neutral","-- / 0","Agree","-- / 0","Agree","-- / 0","Disagree","-- / 0","Never","-- / 0","","26-50%","-- / 0","","Sometimes","-- / 0","Often","-- / 0","Very/Often","-- / 0","4–6 hrs","-- / 0","","Very High","-- / 0","Very High","-- / 0","5–6 hrs","-- / 0","","Significantly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Female","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Strongly Disagree","-- / 0","Disagree","-- / 0","Strongly Agree","-- / 0","5+ times/day","-- / 0","","76–100%","-- / 0","","Rarely","-- / 0","Very/Often","-- / 0","Sometimes","-- / 0","Under 2 hrs","-- / 0","","Very High","-- / 0","Moderate","-- / 0","5–6 hrs","-- / 0","","Significantly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","23-25","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Strongly Agree","-- / 0","Strongly Agree","-- / 0","Strongly Agree","-- / 0","3–5 times/day","-- / 0","","51-75%","-- / 0","","Sometimes","-- / 0","Often","-- / 0","Very/Often","-- / 0","2–4 hrs","-- / 0","","Moderate","-- / 0","Very Low","-- / 0","Less than 5 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Disagree","-- / 0","Disagree","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","26-50%","-- / 0","","Sometimes","-- / 0","Often","-- / 0","Sometimes","-- / 0","6+ hrs","-- / 0","","Very High","-- / 0","Moderate","-- / 0","8+ hrs","-- / 0","","Slightly improved learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Female","-- / 0","","M.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Strongly Agree","-- / 0","Neutral","-- / 0","Neutral","-- / 0","1-3 times/day","-- / 0","","51-75%","-- / 0","","Very/Often","-- / 0","Often","-- / 0","Often","-- / 0","Under 2 hrs","-- / 0","","Very Low","-- / 0","Low","-- / 0","7–8 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Agree","-- / 0","Neutral","-- / 0","Disagree","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","76–100%","-- / 0","","Rarely","-- / 0","Often","-- / 0","Often","-- / 0","2–4 hrs","-- / 0","","Very Low","-- / 0","Very High","-- / 0","Less than 5 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","M.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Disagree","-- / 0","Strongly Agree","-- / 0","Strongly Agree","-- / 0","Neutral","-- / 0","5+ times/day","-- / 0","","51-75%","-- / 0","","Often","-- / 0","Sometimes","-- / 0","Very/Often","-- / 0","6+ hrs","-- / 0","","Moderate","-- / 0","High","-- / 0","Less than 5 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Female","-- / 0","","B.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Disagree","-- / 0","Strongly Disagree","-- / 0","Neutral","-- / 0","Agree","-- / 0","Disagree","-- / 0","5+ times/day","-- / 0","","26-50%","-- / 0","","Sometimes","-- / 0","Often","-- / 0","Rarely","-- / 0","4–6 hrs","-- / 0","","Moderate","-- / 0","Moderate","-- / 0","5–6 hrs","-- / 0","","Significantly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Agree","-- / 0","Strongly Agree","-- / 0","Disagree","-- / 0","Strongly Agree","-- / 0","5+ times/day","-- / 0","","1-25%","-- / 0","","Often","-- / 0","Sometimes","-- / 0","Very/Often","-- / 0","4–6 hrs","-- / 0","","High","-- / 0","Very High","-- / 0","Less than 5 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:40 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Neutral","-- / 0","Agree","-- / 0","Strongly Disagree","-- / 0","Agree","-- / 0","3–5 times/day","-- / 0","","51-75%","-- / 0","","Often","-- / 0","Often","-- / 0","Very/Often","-- / 0","4–6 hrs","-- / 0","","Very Low","-- / 0","High","-- / 0","7–8 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Female","-- / 0","","Staff/Faculty","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Neutral","-- / 0","Strongly Agree","-- / 0","Disagree","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","76–100%","-- / 0","","Often","-- / 0","Often","-- / 0","Often","-- / 0","4–6 hrs","-- / 0","","High","-- / 0","Low","-- / 0","Less than 5 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Disagree","-- / 0","Neutral","-- / 0","Disagree","-- / 0","Neutral","-- / 0","5+ times/day","-- / 0","","51-75%","-- / 0","","Very/Often","-- / 0","Often","-- / 0","Often","-- / 0","6+ hrs","-- / 0","","Very High","-- / 0","High","-- / 0","Less than 5 hrs","-- / 0","","Slightly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Disagree","-- / 0","Agree","-- / 0","Disagree","-- / 0","Neutral","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","51-75%","-- / 0","","Sometimes","-- / 0","Often","-- / 0","Very/Often","-- / 0","6+ hrs","-- / 0","","High","-- / 0","High","-- / 0","Less than 5 hrs","-- / 0","","Slightly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","M.Tech / ME","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Neutral","-- / 0","Agree","-- / 0","Agree","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","76–100%","-- / 0","","Often","-- / 0","Often","-- / 0","Often","-- / 0","2–4 hrs","-- / 0","","High","-- / 0","High","-- / 0","5–6 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Female","-- / 0","","B.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Neutral","-- / 0","Strongly Disagree","-- / 0","Agree","-- / 0","Neutral","-- / 0","Strongly Agree","-- / 0","3–5 times/day","-- / 0","","51-75%","-- / 0","","Often","-- / 0","Very/Often","-- / 0","Very/Often","-- / 0","6+ hrs","-- / 0","","High","-- / 0","High","-- / 0","5–6 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Female","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Agree","-- / 0","Agree","-- / 0","Neutral","-- / 0","Neutral","-- / 0","5+ times/day","-- / 0","","76–100%","-- / 0","","Very/Often","-- / 0","Often","-- / 0","Often","-- / 0","2–4 hrs","-- / 0","","Low","-- / 0","High","-- / 0","5–6 hrs","-- / 0","","Slightly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Female","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Neutral","-- / 0","Neutral","-- / 0","Agree","-- / 0","Agree","-- / 0","Strongly Agree","-- / 0","5+ times/day","-- / 0","","1-25%","-- / 0","","Very/Often","-- / 0","Often","-- / 0","Often","-- / 0","2–4 hrs","-- / 0","","Low","-- / 0","Low","-- / 0","7–8 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","23-25","-- / 0","","Male","-- / 0","","M.Tech / ME","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Neutral","-- / 0","Disagree","-- / 0","Neutral","-- / 0","Disagree","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","51-75%","-- / 0","","Very/Often","-- / 0","Often","-- / 0","Often","-- / 0","4–6 hrs","-- / 0","","Very High","-- / 0","Very High","-- / 0","Less than 5 hrs","-- / 0","","Significantly worsened learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","25+","-- / 0","","Male","-- / 0","","B.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Disagree","-- / 0","Strongly Disagree","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","51-75%","-- / 0","","Often","-- / 0","Often","-- / 0","Often","-- / 0","4–6 hrs","-- / 0","","Very High","-- / 0","Moderate","-- / 0","7–8 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","23-25","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Neutral","-- / 0","Strongly Disagree","-- / 0","Strongly Agree","-- / 0","3–5 times/day","-- / 0","","26-50%","-- / 0","","Sometimes","-- / 0","Very/Often","-- / 0","Often","-- / 0","Under 2 hrs","-- / 0","","Low","-- / 0","High","-- / 0","5–6 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Neutral","-- / 0","Neutral","-- / 0","Neutral","-- / 0","1-3 times/day","-- / 0","","51-75%","-- / 0","","Often","-- / 0","Very/Often","-- / 0","Very/Often","-- / 0","Under 2 hrs","-- / 0","","High","-- / 0","High","-- / 0","5–6 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","23-25","-- / 0","","Female","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Neutral","-- / 0","Disagree","-- / 0","Strongly Disagree","-- / 0","Neutral","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","0%","-- / 0","","Sometimes","-- / 0","Often","-- / 0","Sometimes","-- / 0","2–4 hrs","-- / 0","","Low","-- / 0","Low","-- / 0","5–6 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Female","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Neutral","-- / 0","Agree","-- / 0","Disagree","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","51-75%","-- / 0","","Often","-- / 0","Very/Often","-- / 0","Very/Often","-- / 0","6+ hrs","-- / 0","","Moderate","-- / 0","Very High","-- / 0","Less than 5 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Disagree","-- / 0","Agree","-- / 0","Neutral","-- / 0","5+ times/day","-- / 0","","1-25%","-- / 0","","Often","-- / 0","Sometimes","-- / 0","Often","-- / 0","2–4 hrs","-- / 0","","High","-- / 0","Very Low","-- / 0","8+ hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Male","-- / 0","","M.Tech / ME","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Disagree","-- / 0","Neutral","-- / 0","Agree","-- / 0","Neutral","-- / 0","Agree","-- / 0","1-3 times/day","-- / 0","","26-50%","-- / 0","","Sometimes","-- / 0","Often","-- / 0","Often","-- / 0","2–4 hrs","-- / 0","","High","-- / 0","Moderate","-- / 0","Less than 5 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Female","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Strongly Disagree","-- / 0","Neutral","-- / 0","Strongly Agree","-- / 0","Strongly Agree","-- / 0","5+ times/day","-- / 0","","26-50%","-- / 0","","Very/Often","-- / 0","Often","-- / 0","Often","-- / 0","Under 2 hrs","-- / 0","","Low","-- / 0","Moderate","-- / 0","8+ hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","Staff/Faculty","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Agree","-- / 0","Neutral","-- / 0","Strongly Disagree","-- / 0","Agree","-- / 0","5+ times/day","-- / 0","","1-25%","-- / 0","","Often","-- / 0","Often","-- / 0","Often","-- / 0","6+ hrs","-- / 0","","High","-- / 0","High","-- / 0","8+ hrs","-- / 0","","Slightly improved learning","-- / 0",""
"2026/05/09 9:59:41 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Female","-- / 0","","M.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Strongly Disagree","-- / 0","Neutral","-- / 0","Strongly Agree","-- / 0","5+ times/day","-- / 0","","26-50%","-- / 0","","Very/Often","-- / 0","Often","-- / 0","Very/Often","-- / 0","6+ hrs","-- / 0","","Very High","-- / 0","Moderate","-- / 0","7–8 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
"2026/05/09 9:59:42 PM GMT+5:30","0.00 / 0","23-25","-- / 0","","Male","-- / 0","","M.Sc","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Agree","-- / 0","Strongly Agree","-- / 0","Disagree","-- / 0","Neutral","-- / 0","5+ times/day","-- / 0","","26-50%","-- / 0","","Sometimes","-- / 0","Often","-- / 0","Often","-- / 0","2–4 hrs","-- / 0","","Moderate","-- / 0","Very High","-- / 0","5–6 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 9:59:42 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Agree","-- / 0","Strongly Disagree","-- / 0","Neutral","-- / 0","Strongly Agree","-- / 0","3–5 times/day","-- / 0","","51-75%","-- / 0","","Rarely","-- / 0","Often","-- / 0","Often","-- / 0","Under 2 hrs","-- / 0","","Moderate","-- / 0","Low","-- / 0","7–8 hrs","-- / 0","","Significantly improved learning","-- / 0",""
"2026/05/09 10:00:25 PM GMT+5:30","0.00 / 0","17-19","-- / 0","","Female","-- / 0","","M.Tech / ME","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Disagree","-- / 0","Neutral","-- / 0","Strongly Agree","-- / 0","Strongly Agree","-- / 0","Agree","-- / 0","3–5 times/day","-- / 0","","0%","-- / 0","","Often","-- / 0","Often","-- / 0","Very/Often","-- / 0","2–4 hrs","-- / 0","","Moderate","-- / 0","Low","-- / 0","7–8 hrs","-- / 0","","Significantly worsened learning","-- / 0",""
"2026/05/09 10:00:25 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Strongly Disagree","-- / 0","Strongly Agree","-- / 0","Disagree","-- / 0","Strongly Agree","-- / 0","1-3 times/day","-- / 0","","26-50%","-- / 0","","Very/Often","-- / 0","Very/Often","-- / 0","Sometimes","-- / 0","2–4 hrs","-- / 0","","High","-- / 0","Moderate","-- / 0","Less than 5 hrs","-- / 0","","Slightly improved learning","-- / 0",""
"2026/05/09 10:00:25 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Male","-- / 0","","M.Tech / ME","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Agree","-- / 0","Disagree","-- / 0","Agree","-- / 0","Neutral","-- / 0","Agree","-- / 0","3–5 times/day","-- / 0","","26-50%","-- / 0","","Often","-- / 0","Often","-- / 0","Very/Often","-- / 0","4–6 hrs","-- / 0","","Very High","-- / 0","High","-- / 0","Less than 5 hrs","-- / 0","","Significantly worsened learning","-- / 0",""
"2026/05/09 10:00:25 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Female","-- / 0","","M.Tech / ME","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Neutral","-- / 0","Agree","-- / 0","Agree","-- / 0","Neutral","-- / 0","Neutral","-- / 0","5+ times/day","-- / 0","","26-50%","-- / 0","","Often","-- / 0","Often","-- / 0","Very/Often","-- / 0","6+ hrs","-- / 0","","Moderate","-- / 0","Low","-- / 0","Less than 5 hrs","-- / 0","","No noticeable change","-- / 0",""
"2026/05/09 10:00:25 PM GMT+5:30","0.00 / 0","20-22","-- / 0","","Female","-- / 0","","B.Tech / BE","-- / 0","","Other","-- / 0","Other","-- / 0","Other","-- / 0","Strongly Agree","-- / 0","Neutral","-- / 0","Agree","-- / 0","Disagree","-- / 0","Disagree","-- / 0","5+ times/day","-- / 0","","51-75%","-- / 0","","Often","-- / 0","Often","-- / 0","Rarely","-- / 0","2–4 hrs","-- / 0","","Moderate","-- / 0","Moderate","-- / 0","5–6 hrs","-- / 0","","Slightly worsened learning","-- / 0",""
