gender,region,degree_type,parent_education,medium_of_instruction,internet_quality,coaching_enrolled,financial_stress,num_subjects,study_hours_per_week,attendance_rate,sleep_hours_avg,extracurricular_count,prev_cgpa,internal_marks_pct,assignment_completion_pct,ai_reliance,independent_after_ai,ai_anxiety,verify_ai_answers,reduced_thinking_effort,ai_assignment_pct,multitask_studying,shortform_consumption,doomscroll_sleep,nonstudy_screen_time,ai_usage_frequency,ai_authenticity_risk,stylometric_consistency,comprehension_depth,reasoning_coherence,code_originality,cross_modal_consistency,learning_trajectory_slope,knowledge_boundary_breadth,conceptual_error_rate,authentic_engagement,dominant_error_type,target
Male,North,B.Tech,Graduate,Regional,4G/Good,Yes,6,7,13.9,84.6,7.9,3,5.41,52.6,82.1,5.0,2.0,4.0,1.0,4.0,63.0,4.0,1.0,4.0,1.0,3-5/day,0.627,49.3,41.8,31.5,33.9,75.5,-0.482,48.1,0.621,39.5,Language,At-Risk
Male,South,B.Tech,12th Pass,English,2G/Slow,No,8,8,16.7,92.2,7.5,5,5.47,68.5,44.5,4.0,3.0,4.0,1.0,4.0,38.0,2.0,3.0,4.0,7.0,3-5/day,0.456,40.4,49.3,63.8,49.7,70.2,-0.04,55.1,0.485,61.4,Procedural,At-Risk
Female,West,BCA,10th Pass,English,4G/Good,Yes,9,5,17.9,68.9,9.1,1,6.89,68.1,58.3,5.0,2.0,3.0,2.0,4.0,88.0,4.0,3.0,2.0,7.0,5+/day,0.771,41.6,38.5,37.0,32.3,36.9,-0.028999999999999998,43.4,0.643,42.8,Procedural,Fail
Female,North,BCA,10th Pass,Regional,4G/Good,Yes,6,7,17.9,65.4,3.5,1,6.49,65.5,55.4,3.0,4.0,4.0,3.0,5.0,38.0,2.0,2.0,3.0,7.0,5+/day,0.426,73.0,52.6,52.4,62.1,74.8,0.048999999999999995,61.4,0.573,60.3,Language,At-Risk
Female,West,BCA,10th Pass,English,5G/Excellent,Yes,7,6,13.0,97.7,7.0,0,4.67,78.0,47.3,3.0,4.0,4.0,3.0,3.0,38.0,3.0,3.0,4.0,7.0,5+/day,0.371,62.5,57.7,44.9,54.5,69.1,0.23399999999999999,62.7,0.561,66.2,Procedural,Pass
Male,North,B.E.,Below 10th,Hindi,3G/Moderate,No,6,4,17.3,93.3,5.5,1,5.55,67.1,65.8,3.0,3.0,4.0,2.0,5.0,63.0,3.0,4.0,3.0,1.0,5+/day,0.41,56.9,55.2,60.2,50.6,96.4,-0.055,65.0,0.491,62.2,Procedural,Pass
Male,South,B.Tech,Post-Graduate,English,4G/Good,No,6,5,17.3,84.9,9.7,0,6.91,58.5,55.9,4.0,2.0,3.0,1.0,5.0,38.0,3.0,3.0,2.0,3.0,5+/day,0.625,38.2,54.5,57.2,39.0,57.8,0.154,52.1,0.535,52.3,Conceptual,At-Risk
Female,West,B.Tech,12th Pass,Hindi,4G/Good,No,2,7,6.4,71.5,3.0,5,3.8,32.6,37.4,4.0,2.0,4.0,3.0,2.0,63.0,1.0,4.0,4.0,3.0,5+/day,0.495,53.1,35.3,32.1,39.0,34.4,-0.363,19.6,0.841,40.8,Conceptual,Fail
Female,South,B.Tech,Below 10th,English,3G/Moderate,Yes,5,7,20.4,100.0,7.2,0,7.23,55.3,88.3,4.0,2.0,4.0,2.0,5.0,63.0,2.0,3.0,3.0,5.0,5+/day,0.567,47.9,54.8,42.3,42.5,76.6,0.18200000000000002,43.5,0.426,54.6,Minimal,Pass
Female,East,MCA,10th Pass,Hindi,4G/Good,Yes,6,7,18.1,91.9,7.3,4,7.45,79.8,69.5,4.0,2.0,4.0,1.0,2.0,88.0,4.0,3.0,3.0,7.0,1-3/day,0.512,53.3,50.9,55.9,48.5,71.5,-0.025666666666666667,49.9,0.522,60.3,Conceptual,Pass
Female,North,BCA,12th Pass,Regional,5G/Excellent,Yes,10,5,19.3,73.7,3.3,1,5.8,41.0,52.4,4.0,3.0,4.0,5.0,3.0,38.0,2.0,2.0,4.0,7.0,3-5/day,0.453,65.1,42.3,40.2,57.5,56.0,-0.064,37.3,0.496,53.8,Language,Fail
Male,West,B.Tech,12th Pass,Regional,5G/Excellent,No,5,8,14.5,82.6,7.3,5,7.15,65.3,73.8,4.0,3.0,4.0,2.0,5.0,13.0,2.0,2.0,2.0,1.0,5+/day,0.625,52.5,56.6,41.6,39.3,68.4,0.5186666666666667,50.9,0.401,54.9,Language,Pass
Female,North,B.Tech,Below 10th,Hindi,4G/Good,Yes,4,5,18.2,64.5,3.5,3,6.15,70.3,63.5,4.0,2.0,3.0,3.0,3.0,63.0,3.0,4.0,4.0,1.0,1-3/day,0.537,51.4,42.8,39.8,49.7,59.0,-0.4606666666666666,46.5,0.603,49.7,Conceptual,Fail
Male,Northeast,M.Tech,Post-Graduate,Regional,No Access,No,6,4,2.8,83.5,5.4,2,3.71,30.1,39.6,5.0,4.0,2.0,3.0,3.0,88.0,3.0,1.0,3.0,3.0,5+/day,0.602,49.1,17.6,27.7,32.3,42.4,-0.524,31.4,0.621,36.0,Language,Fail
Male,North,BCA,10th Pass,English,5G/Excellent,Yes,6,5,14.2,76.4,7.1,0,6.45,78.6,75.8,3.0,2.0,3.0,2.0,1.0,63.0,2.0,4.0,2.0,7.0,3-5/day,0.505,47.8,65.8,53.5,55.5,57.8,0.6406666666666666,45.7,0.398,73.3,Procedural,Pass
Male,Northeast,BCA,Below 10th,English,4G/Good,No,8,7,14.9,100.0,5.0,5,3.9,18.4,4.7,5.0,1.0,5.0,2.0,2.0,38.0,3.0,1.0,3.0,5.0,5+/day,0.613,43.5,12.4,16.1,19.1,35.1,-0.5726666666666667,12.8,0.931,27.0,Conceptual,Fail
Male,South,B.E.,Below 10th,Hindi,3G/Moderate,Yes,8,8,17.6,91.1,6.6,2,4.94,56.7,71.0,4.0,1.0,5.0,3.0,2.0,38.0,3.0,3.0,3.0,1.0,5+/day,0.472,70.6,51.8,31.1,51.3,71.0,-0.03266666666666667,46.0,0.505,58.3,Conceptual,Pass
Female,West,B.Tech,12th Pass,Hindi,3G/Moderate,No,10,8,17.8,51.7,6.5,0,4.83,46.5,44.9,1.0,2.0,2.0,3.0,4.0,13.0,3.0,2.0,2.0,5.0,5+/day,0.278,73.8,58.6,64.7,58.7,40.1,0.27,33.7,0.6,69.2,Procedural,Fail
Male,South,B.Com,Below 10th,English,2G/Slow,No,1,4,24.7,100.0,7.3,3,6.53,64.0,64.9,5.0,1.0,5.0,3.0,4.0,63.0,1.0,3.0,3.0,3.0,5+/day,0.536,53.7,46.0,42.4,42.0,73.0,0.19033333333333333,50.8,0.378,50.8,Procedural,Pass
Male,Central,MCA,Below 10th,Hindi,2G/Slow,No,2,4,10.2,86.8,4.9,0,5.83,60.8,53.6,4.0,3.0,4.0,3.0,4.0,38.0,1.0,4.0,4.0,5.0,3-5/day,0.576,37.2,56.9,52.2,44.9,64.3,-0.431,67.4,0.598,48.4,Minimal,At-Risk
Female,North,B.Tech,10th Pass,English,4G/Good,No,1,6,23.0,100.0,7.9,4,7.18,64.2,59.2,4.0,2.0,2.0,2.0,4.0,38.0,2.0,3.0,2.0,7.0,5+/day,0.552,46.4,44.7,49.9,43.0,62.7,0.3253333333333333,56.4,0.407,62.9,Minimal,Pass
Male,North,MCA,12th Pass,Hindi,3G/Moderate,No,10,6,32.0,85.3,3.0,0,5.43,54.5,26.2,4.0,3.0,5.0,2.0,4.0,38.0,3.0,3.0,3.0,5.0,5+/day,0.559,43.5,56.6,48.3,32.8,68.4,-0.2806666666666667,49.4,0.522,51.4,Conceptual,At-Risk
Male,East,MCA,Below 10th,Regional,No Access,No,7,6,14.6,83.8,8.8,1,3.94,36.2,62.3,4.0,2.0,5.0,4.0,1.0,88.0,2.0,3.0,4.0,1.0,3-5/day,0.444,62.8,31.1,24.4,54.6,43.4,-0.609,29.0,0.688,46.3,Language,Fail
Female,North,B.Tech,10th Pass,Hindi,4G/Good,Yes,8,5,23.1,72.0,6.1,4,6.81,61.2,56.1,3.0,3.0,4.0,1.0,4.0,88.0,2.0,4.0,3.0,1.0,3-5/day,0.71,44.8,46.6,38.8,26.5,56.3,-0.332,49.6,0.522,42.7,Conceptual,Fail
Male,North,B.E.,12th Pass,English,4G/Good,Yes,3,8,28.0,89.8,6.3,0,6.5,60.0,75.2,3.0,4.0,4.0,2.0,5.0,63.0,2.0,3.0,3.0,3.0,5+/day,0.617,46.9,63.5,54.3,51.2,77.2,0.132,73.5,0.385,58.8,Minimal,Pass
Male,Central,B.Tech,10th Pass,Hindi,3G/Moderate,No,3,4,27.8,95.1,7.0,0,7.79,46.0,85.7,2.0,2.0,3.0,3.0,4.0,38.0,3.0,3.0,3.0,3.0,5+/day,0.477,76.0,58.3,56.4,55.8,74.0,0.08033333333333333,54.4,0.342,68.8,Conceptual,Pass
Male,Central,B.Tech,12th Pass,Hindi,No Access,No,7,6,16.0,61.0,6.8,2,4.82,46.5,79.0,2.0,2.0,3.0,4.0,4.0,88.0,4.0,3.0,4.0,1.0,5+/day,0.547,68.6,44.4,53.7,55.0,62.4,-0.267,53.9,0.645,51.8,Conceptual,Fail
Male,South,BCA,Below 10th,English,3G/Moderate,No,8,4,25.6,72.2,6.5,0,5.64,48.5,49.5,1.0,3.0,4.0,3.0,4.0,38.0,2.0,3.0,3.0,3.0,1-3/day,0.244,70.7,59.3,59.4,61.3,42.1,0.074,59.5,0.357,69.6,Procedural,At-Risk
Female,Central,B.Tech,Below 10th,Hindi,4G/Good,No,6,6,24.0,67.2,8.4,5,7.97,76.9,79.5,4.0,2.0,3.0,2.0,5.0,88.0,2.0,3.0,3.0,7.0,3-5/day,0.674,37.8,50.2,47.2,35.6,45.4,-0.13866666666666666,68.9,0.368,53.7,Conceptual,Fail
Female,East,MCA,12th Pass,Regional,2G/Slow,No,8,5,26.4,100.0,4.2,5,4.83,56.4,55.0,3.0,3.0,3.0,2.0,4.0,88.0,3.0,3.0,3.0,3.0,5+/day,0.523,53.2,53.7,40.7,45.5,65.9,-0.2806666666666667,48.6,0.581,48.5,Language,At-Risk
Female,South,B.Com,10th Pass,English,4G/Good,Yes,2,5,22.8,95.4,5.1,4,7.21,83.6,75.8,4.0,3.0,4.0,2.0,3.0,88.0,1.0,3.0,4.0,5.0,5+/day,0.561,39.9,61.0,59.6,41.8,49.7,0.08333333333333333,65.7,0.343,67.3,Minimal,Pass
Female,West,B.Tech,Below 10th,English,2G/Slow,No,7,7,26.2,77.7,7.2,5,4.42,66.4,37.9,4.0,2.0,4.0,2.0,3.0,63.0,3.0,3.0,3.0,7.0,3-5/day,0.613,37.1,44.1,33.4,30.9,64.6,-0.3466666666666667,38.7,0.683,41.8,Conceptual,At-Risk
Female,West,B.E.,12th Pass,English,3G/Moderate,No,5,4,16.4,94.9,5.9,0,7.65,54.0,60.8,4.0,3.0,4.0,2.0,3.0,88.0,1.0,3.0,4.0,5.0,5+/day,0.385,72.0,64.7,55.3,56.1,61.9,-0.43766666666666665,55.7,0.406,58.2,Conceptual,Pass
Male,Central,MCA,Post-Graduate,Hindi,4G/Good,No,6,7,14.8,65.6,8.4,2,5.28,70.4,51.7,5.0,1.0,5.0,3.0,4.0,63.0,1.0,3.0,3.0,3.0,5+/day,0.582,37.4,44.3,44.8,47.6,50.6,-0.16033333333333333,48.4,0.587,46.0,Procedural,Fail
Female,South,MCA,Graduate,Regional,2G/Slow,Yes,7,5,2.7,85.7,9.9,3,6.81,32.7,64.2,4.0,4.0,3.0,2.0,4.0,38.0,3.0,3.0,3.0,1.0,3-5/day,0.488,64.5,56.0,48.2,47.4,52.1,0.23399999999999999,50.4,0.478,64.7,Language,Pass
Female,West,MCA,Graduate,Hindi,3G/Moderate,No,9,5,15.0,93.2,6.5,2,5.72,55.1,50.9,5.0,3.0,4.0,2.0,5.0,13.0,1.0,4.0,1.0,7.0,5+/day,0.558,52.2,47.8,41.5,40.1,79.8,0.12766666666666668,46.1,0.622,54.9,Conceptual,At-Risk
Female,North,B.Tech,Graduate,English,3G/Moderate,Yes,7,4,15.8,75.5,3.9,2,6.47,62.1,46.0,4.0,2.0,4.0,3.0,3.0,13.0,4.0,4.0,4.0,3.0,3-5/day,0.563,46.4,48.9,49.1,45.6,64.2,-0.4136666666666667,42.9,0.526,47.6,Conceptual,At-Risk
Female,North,B.E.,Post-Graduate,Hindi,3G/Moderate,Yes,1,7,5.4,81.9,5.2,0,6.81,71.0,46.2,3.0,4.0,2.0,4.0,4.0,88.0,1.0,4.0,3.0,1.0,5+/day,0.51,53.9,57.1,56.1,37.9,67.4,0.21033333333333334,46.3,0.348,63.9,Conceptual,Pass
Male,North,BCA,Graduate,Hindi,4G/Good,No,5,7,18.3,88.0,3.4,3,5.13,46.5,63.2,4.0,3.0,4.0,3.0,4.0,38.0,1.0,4.0,4.0,5.0,3-5/day,0.563,62.9,38.2,52.0,52.1,58.4,-0.4186666666666667,46.7,0.496,48.7,Conceptual,At-Risk
Male,Central,B.Com,12th Pass,Hindi,2G/Slow,No,4,7,25.5,95.8,7.4,5,6.8,65.7,76.5,5.0,4.0,1.0,2.0,5.0,63.0,3.0,3.0,2.0,5.0,1-3/day,0.577,51.6,55.8,71.5,44.0,74.2,0.261,56.5,0.453,66.8,Conceptual,Pass
Male,Northeast,B.Tech,10th Pass,English,5G/Excellent,No,8,4,11.6,63.7,5.1,4,4.82,46.3,72.7,4.0,2.0,4.0,1.0,4.0,0.0,3.0,3.0,3.0,5.0,5+/day,0.49,57.5,54.8,34.5,43.4,64.5,-0.06066666666666667,41.2,0.585,49.5,Conceptual,Fail
Male,West,B.Com,10th Pass,Hindi,5G/Excellent,No,7,4,31.1,80.0,6.3,5,7.75,87.9,61.4,4.0,2.0,5.0,3.0,1.0,38.0,2.0,3.0,4.0,5.0,5+/day,0.256,90.5,66.8,77.3,75.8,87.1,0.5876666666666667,81.8,0.238,88.5,Minimal,Pass
Female,East,B.Tech,Graduate,English,4G/Good,Yes,4,4,20.6,71.0,6.1,4,7.8,70.3,50.1,5.0,1.0,4.0,4.0,3.0,38.0,1.0,1.0,2.0,7.0,5+/day,0.617,47.3,62.7,54.8,50.8,48.0,0.36566666666666664,62.7,0.419,62.6,Minimal,At-Risk
Female,South,B.Com,Post-Graduate,English,3G/Moderate,Yes,3,8,23.9,88.6,8.2,5,8.32,88.8,75.7,5.0,3.0,5.0,4.0,2.0,13.0,3.0,3.0,3.0,5.0,5+/day,0.344,59.2,73.7,62.2,60.9,68.9,0.4483333333333333,73.3,0.293,80.5,Minimal,Pass
Male,North,BCA,12th Pass,Hindi,5G/Excellent,No,6,5,17.7,78.3,6.6,1,5.24,41.0,47.8,3.0,4.0,5.0,3.0,4.0,63.0,2.0,4.0,3.0,3.0,3-5/day,0.541,63.2,44.2,35.3,53.2,68.0,0.03933333333333333,35.5,0.642,54.7,Conceptual,At-Risk
Male,South,B.E.,Graduate,Regional,3G/Moderate,Yes,8,8,11.8,91.8,6.1,2,6.15,73.1,55.1,3.0,4.0,5.0,3.0,1.0,38.0,1.0,3.0,3.0,5.0,5+/day,0.266,77.1,59.3,58.4,52.6,67.2,0.11499999999999999,67.0,0.434,74.2,Language,Pass
Male,South,BCA,12th Pass,English,2G/Slow,No,3,8,21.8,65.9,5.1,2,5.58,43.0,47.3,4.0,3.0,4.0,2.0,3.0,88.0,1.0,2.0,3.0,5.0,5+/day,0.576,50.7,44.2,37.8,32.5,69.1,0.11366666666666668,35.4,0.57,52.9,Minimal,Fail
Male,West,B.Tech,12th Pass,Regional,No Access,No,5,5,23.3,76.3,7.4,1,5.49,64.6,55.2,3.0,3.0,1.0,1.0,1.0,88.0,4.0,3.0,3.0,5.0,1-3/day,0.476,45.2,50.0,41.6,43.3,70.7,-0.533,51.5,0.603,47.8,Conceptual,At-Risk
Male,East,B.Tech,12th Pass,English,5G/Excellent,Yes,10,6,16.8,100.0,4.8,0,5.98,58.3,59.0,4.0,1.0,3.0,2.0,3.0,88.0,3.0,3.0,3.0,7.0,3-5/day,0.702,36.0,56.1,39.0,26.7,54.4,0.029333333333333333,51.1,0.672,44.7,Procedural,At-Risk
Male,North,B.Tech,12th Pass,Hindi,3G/Moderate,No,1,6,19.8,79.6,4.6,4,6.35,63.3,81.5,5.0,4.0,5.0,2.0,4.0,38.0,3.0,3.0,3.0,5.0,5+/day,0.399,49.6,63.7,74.7,64.1,84.2,0.064,50.6,0.349,64.1,Minimal,Pass
Female,North,B.Tech,10th Pass,English,5G/Excellent,Yes,10,6,18.0,95.0,5.6,5,5.12,79.9,79.4,4.0,5.0,4.0,2.0,4.0,63.0,4.0,2.0,2.0,5.0,5+/day,0.517,49.8,61.8,39.9,37.5,47.9,0.22999999999999998,50.9,0.419,57.5,Procedural,Pass
Male,North,B.Tech,Graduate,English,3G/Moderate,No,10,4,13.4,69.3,9.6,4,4.73,42.2,30.2,3.0,2.0,3.0,2.0,4.0,88.0,4.0,1.0,1.0,1.0,1-3/day,0.612,30.7,19.2,33.0,39.2,65.9,0.09933333333333333,22.9,0.892,34.6,Conceptual,Fail
Male,South,MCA,Graduate,Hindi,5G/Excellent,No,8,4,20.3,64.2,6.4,1,4.21,56.8,63.2,5.0,2.0,5.0,5.0,5.0,88.0,4.0,3.0,3.0,3.0,5+/day,0.604,34.5,47.3,39.1,36.8,68.2,-0.06766666666666667,42.8,0.638,47.7,Conceptual,Fail
Female,Central,BCA,Graduate,Hindi,5G/Excellent,No,7,7,13.1,98.9,6.4,1,5.39,56.8,77.7,4.0,2.0,4.0,3.0,4.0,38.0,3.0,3.0,4.0,5.0,3-5/day,0.432,59.4,58.3,50.1,48.2,76.0,0.07433333333333333,47.3,0.591,66.2,Procedural,At-Risk
Male,West,B.Tech,10th Pass,Regional,5G/Excellent,Yes,8,7,23.3,91.7,7.0,5,5.49,76.9,65.4,3.0,3.0,4.0,1.0,4.0,63.0,3.0,1.0,4.0,7.0,1-3/day,0.478,32.9,66.6,48.1,40.8,67.2,0.2313333333333333,56.9,0.449,70.0,Language,Pass
Other,Northeast,M.Tech,Graduate,Hindi,4G/Good,Yes,2,8,34.2,77.0,6.8,1,7.92,91.9,87.0,1.0,2.0,4.0,4.0,4.0,88.0,4.0,4.0,4.0,5.0,3-5/day,0.265,53.8,90.2,88.4,67.6,89.3,0.21433333333333335,88.3,0.209,80.0,Minimal,Pass
Female,South,BCA,10th Pass,Hindi,5G/Excellent,Yes,7,7,25.7,100.0,6.2,3,6.88,80.2,79.3,4.0,5.0,4.0,2.0,5.0,38.0,2.0,2.0,4.0,5.0,5+/day,0.539,57.8,79.7,57.1,50.1,60.7,-0.06799999999999999,67.2,0.183,65.0,Minimal,Pass
Male,South,B.Com,10th Pass,Regional,5G/Excellent,No,4,4,16.7,74.5,5.0,2,6.07,62.9,55.5,5.0,1.0,4.0,2.0,1.0,63.0,1.0,2.0,3.0,5.0,1-3/day,0.61,44.4,42.0,43.5,39.1,60.0,-0.13433333333333333,38.9,0.517,44.1,Language,Fail
Male,North,BCA,Graduate,Hindi,3G/Moderate,No,2,8,20.4,71.7,5.8,4,4.79,30.7,49.8,4.0,3.0,4.0,4.0,4.0,63.0,4.0,4.0,4.0,3.0,1-3/day,0.607,26.3,22.5,36.4,26.4,54.1,-0.551,31.7,0.773,30.9,Conceptual,Fail
Male,Northeast,B.Tech,10th Pass,English,4G/Good,Yes,9,7,25.9,82.2,6.2,0,5.49,52.9,57.4,4.0,1.0,3.0,2.0,3.0,88.0,3.0,3.0,3.0,7.0,3-5/day,0.691,41.7,38.1,30.9,41.1,66.5,-0.2373333333333333,30.9,0.526,43.6,Conceptual,Fail
Male,West,B.E.,Below 10th,English,4G/Good,No,5,7,17.3,78.8,4.4,3,5.73,33.1,55.4,5.0,4.0,1.0,3.0,5.0,63.0,1.0,3.0,3.0,1.0,3-5/day,0.587,27.6,41.3,42.4,31.6,62.2,-0.051,36.3,0.621,42.8,Conceptual,At-Risk
Male,North,BCA,10th Pass,English,3G/Moderate,No,7,6,21.9,68.1,6.2,2,5.65,40.0,79.8,4.0,2.0,5.0,3.0,1.0,38.0,1.0,3.0,3.0,3.0,3-5/day,0.444,69.6,55.6,49.3,53.4,45.5,0.27666666666666667,45.0,0.576,62.7,Conceptual,At-Risk
Female,East,B.Tech,Graduate,Hindi,4G/Good,No,4,4,23.0,80.6,6.8,3,7.13,58.8,77.3,4.0,3.0,4.0,5.0,3.0,38.0,2.0,2.0,4.0,7.0,3-5/day,0.316,69.0,58.8,48.7,70.9,64.5,0.03166666666666667,63.3,0.397,67.5,Minimal,Pass
Male,East,B.Tech,10th Pass,English,2G/Slow,Yes,10,8,19.8,85.0,5.7,2,6.25,67.6,53.5,2.0,1.0,2.0,2.0,5.0,63.0,4.0,4.0,3.0,1.0,3-5/day,0.399,46.3,52.6,38.8,47.2,81.0,0.05366666666666667,44.5,0.554,58.0,Conceptual,At-Risk
Male,West,B.Tech,12th Pass,English,4G/Good,No,4,5,19.3,92.0,8.4,1,5.95,42.4,64.2,3.0,1.0,4.0,1.0,5.0,88.0,4.0,3.0,4.0,1.0,3-5/day,0.607,41.3,39.0,43.4,44.3,81.6,-0.49933333333333335,36.6,0.662,46.2,Conceptual,Fail
Male,Central,B.Tech,Graduate,English,2G/Slow,Yes,3,7,25.4,100.0,6.9,0,6.65,47.6,46.3,3.0,3.0,4.0,2.0,5.0,63.0,3.0,4.0,3.0,1.0,5+/day,0.586,62.9,51.1,48.7,47.2,72.3,-0.3333333333333333,51.8,0.631,50.0,Conceptual,Pass
Female,East,B.E.,Graduate,Hindi,3G/Moderate,No,1,4,30.1,96.7,5.4,1,7.1,30.6,68.0,2.0,1.0,4.0,4.0,4.0,38.0,3.0,3.0,2.0,5.0,5+/day,0.342,58.1,52.3,42.1,56.1,36.2,0.11066666666666668,71.3,0.477,65.7,Conceptual,Pass
Male,East,B.E.,Graduate,English,3G/Moderate,Yes,2,8,17.4,69.3,5.9,4,6.69,80.9,52.8,2.0,2.0,4.0,2.0,3.0,63.0,1.0,2.0,4.0,5.0,5+/day,0.36,63.7,57.2,54.8,57.1,68.8,0.025333333333333333,54.9,0.547,65.8,Procedural,At-Risk
Male,North,B.Tech,12th Pass,English,5G/Excellent,No,9,4,26.7,100.0,8.3,4,7.54,67.6,73.1,3.0,2.0,3.0,2.0,4.0,63.0,4.0,3.0,3.0,5.0,5+/day,0.457,62.2,54.9,59.5,57.8,76.7,0.009666666666666667,51.2,0.389,61.9,Minimal,Pass
Male,North,BCA,10th Pass,Hindi,3G/Moderate,No,1,4,7.6,82.6,5.6,4,5.08,62.7,31.1,3.0,2.0,3.0,4.0,1.0,13.0,4.0,3.0,2.0,5.0,3-5/day,0.256,65.4,60.6,54.1,47.2,46.4,0.31,40.7,0.549,64.2,Conceptual,Pass
Other,North,BCA,10th Pass,Regional,5G/Excellent,No,5,8,21.4,86.0,5.3,4,6.09,64.3,64.5,3.0,3.0,1.0,1.0,1.0,88.0,4.0,3.0,3.0,5.0,1-3/day,0.453,32.2,55.2,47.2,44.4,79.3,0.009666666666666667,59.1,0.532,60.0,Language,Pass
Male,North,B.Tech,12th Pass,English,4G/Good,No,2,6,2.7,73.8,5.2,3,4.78,39.8,53.8,3.0,2.0,5.0,1.0,5.0,88.0,3.0,3.0,3.0,7.0,3-5/day,0.879,15.7,35.5,30.5,19.2,55.9,-0.24466666666666667,25.1,0.685,33.8,Conceptual,Fail
Female,West,B.Tech,Graduate,Hindi,4G/Good,Yes,4,6,12.6,81.9,6.6,0,7.53,71.2,60.1,3.0,2.0,3.0,2.0,4.0,63.0,4.0,3.0,3.0,5.0,5+/day,0.417,65.2,77.3,64.3,58.2,71.2,0.2723333333333333,68.1,0.412,64.1,Minimal,Pass
Female,West,B.Tech,Below 10th,English,3G/Moderate,No,7,7,10.7,81.7,6.8,0,4.02,54.9,48.2,4.0,5.0,4.0,2.0,5.0,38.0,2.0,2.0,4.0,5.0,5+/day,0.436,51.2,51.5,53.3,44.6,76.6,-0.27466666666666667,37.8,0.44,52.5,Procedural,At-Risk
Male,North,B.E.,10th Pass,Regional,3G/Moderate,No,5,6,29.5,90.2,7.5,4,5.77,46.4,63.7,3.0,5.0,4.0,3.0,5.0,88.0,4.0,3.0,3.0,5.0,3-5/day,0.371,56.4,67.2,60.9,61.5,45.9,0.29633333333333334,58.0,0.448,70.9,Language,Pass
Female,Northeast,B.Tech,Graduate,English,4G/Good,Yes,1,7,16.0,92.9,5.4,2,6.9,71.9,54.0,5.0,1.0,5.0,4.0,2.0,38.0,4.0,3.0,3.0,3.0,5+/day,0.585,55.5,43.7,45.2,39.6,57.7,-0.20166666666666666,50.6,0.432,51.0,Procedural,Pass
Male,North,B.E.,Graduate,Regional,No Access,No,3,7,17.7,77.4,8.8,1,6.6,58.0,59.9,2.0,1.0,2.0,2.0,5.0,63.0,4.0,4.0,3.0,1.0,3-5/day,0.519,35.6,49.5,39.5,36.3,60.3,-0.07766666666666668,47.1,0.576,46.2,Language,At-Risk
Female,South,BCA,Graduate,Regional,4G/Good,No,10,8,16.5,96.3,7.3,4,6.22,67.9,52.3,3.0,4.0,4.0,2.0,5.0,63.0,3.0,4.0,4.0,5.0,3-5/day,0.484,53.4,51.1,53.6,47.0,70.0,-0.12366666666666666,58.3,0.483,57.1,Language,At-Risk
Female,North,B.E.,Graduate,Regional,5G/Excellent,No,9,4,7.9,75.5,5.9,2,4.81,47.1,43.0,4.0,1.0,4.0,2.0,4.0,38.0,3.0,2.0,3.0,5.0,3-5/day,0.571,28.4,40.1,32.8,45.0,74.7,0.035666666666666666,41.2,0.66,48.6,Language,Fail
Female,South,B.Tech,Graduate,English,3G/Moderate,No,1,5,20.0,95.4,7.7,5,6.29,77.5,64.2,3.0,4.0,4.0,2.0,4.0,13.0,2.0,3.0,4.0,7.0,5+/day,0.298,71.9,70.1,69.6,51.9,85.1,0.304,71.1,0.303,72.1,Minimal,Pass
Male,South,B.Tech,Graduate,Hindi,4G/Good,Yes,10,5,18.5,74.1,9.4,0,6.64,84.0,55.8,4.0,2.0,4.0,3.0,4.0,63.0,3.0,4.0,3.0,3.0,5+/day,0.546,42.8,59.8,43.2,53.7,51.3,-0.082,50.6,0.481,55.4,Procedural,Fail
Female,East,BCA,12th Pass,English,5G/Excellent,No,4,6,12.3,68.4,7.2,1,6.38,72.3,53.8,2.0,3.0,4.0,2.0,2.0,38.0,3.0,4.0,2.0,1.0,5+/day,0.323,73.0,52.3,51.5,68.7,73.6,0.237,50.8,0.498,73.9,Conceptual,At-Risk
Male,South,M.Tech,Post-Graduate,Regional,5G/Excellent,No,5,8,27.7,78.4,9.1,0,8.26,98.3,65.8,4.0,5.0,3.0,4.0,4.0,38.0,3.0,2.0,3.0,3.0,5+/day,0.307,61.1,85.4,84.2,70.5,74.9,1.0,86.0,0.17,88.1,Minimal,Pass
Male,Central,MCA,12th Pass,Regional,5G/Excellent,Yes,10,5,27.4,79.0,5.0,0,6.46,71.0,56.0,4.0,2.0,5.0,3.0,1.0,38.0,2.0,3.0,4.0,5.0,5+/day,0.237,77.9,76.3,70.4,79.3,73.7,0.09499999999999999,77.5,0.376,77.1,Language,Pass
Male,North,BCA,10th Pass,Regional,5G/Excellent,No,3,4,9.2,70.2,3.6,3,3.96,27.9,36.1,2.0,1.0,5.0,2.0,4.0,38.0,4.0,4.0,4.0,3.0,3-5/day,0.507,35.9,25.4,29.3,37.2,45.9,-0.5846666666666667,26.9,0.755,36.9,Language,Fail
Female,North,B.E.,10th Pass,Hindi,3G/Moderate,Yes,3,7,13.2,77.4,7.3,1,5.68,46.1,49.5,1.0,4.0,3.0,2.0,4.0,13.0,2.0,3.0,2.0,7.0,1-3/day,0.39,60.3,46.6,59.8,65.7,45.8,0.105,54.9,0.317,57.4,Minimal,Pass
